anime_id,name,genre,type,episodes,rating,members
976,"Yokohama Kaidashi Kikou: Quiet Country Cafe","Sci-Fi, Seinen, Slice of Life",OVA,2,7.36,7609
31163,"Dimension W","Action, Sci-Fi, Seinen",TV,12,7.36,130028
2484,"Gear Fighter Dendoh","Action, Adventure, Mecha, School, Sci-Fi, Space",TV,38,7.35,1548
32245,"Kuromukuro","Action, Mecha, Sci-Fi",TV,26,7.35,46323
1967,"Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars","Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.35,6326
195,"Onegai☆Teacher","Comedy, Drama, Romance, School, Sci-Fi",TV,12,7.35,99558
28621,"Subete ga F ni Naru: The Perfect Insider","Mystery, Psychological, Sci-Fi",TV,11,7.35,81230
9241,"Super Robot Taisen OG: The Inspector","Action, Mecha, Sci-Fi, Space",TV,26,7.35,5962
2803,"Densetsu no Yuusha Da Garn","Mecha, Sci-Fi, Shounen",TV,46,7.34,1897
376,"Elfen Lied Special","Drama, Ecchi, Horror, Psychological, Supernatural",Special,1,7.34,116129
1126,"Figure 17: Tsubasa &amp; Hikaru","Sci-Fi, Slice of Life",TV,13,7.34,6860
5658,"Great Mazinger","Action, Mecha, Sci-Fi, Shounen",TV,56,7.34,1917
958,"HeatGuy J","Action, Adventure, Mecha, Police, Sci-Fi",TV,25,7.34,10727
3223,"Kiddy Grade: Truth Dawn","Action, Mecha, Sci-Fi, Super Power",Movie,1,7.34,3174
634,"Koi Kaze","Drama, Psychological, Romance, Seinen",TV,13,7.34,41250
28013,"Macross Δ","Action, Mecha, Military, Music, Romance, Sci-Fi, Space",TV,26,7.34,30308
2736,"Mojakou","Comedy, Fantasy, Sci-Fi",TV,74,7.34,1218
19653,"Neppuu Kairiku Bushi Road","Action, Fantasy, Mecha, Sci-Fi",Special,1,7.34,19967
107,"Ou Dorobou Jing","Adventure, Comedy, Fantasy, Sci-Fi, Shounen",TV,13,7.34,21920
2361,"Sei Juushi Bismarck","Action, Mecha, Sci-Fi, Space",TV,51,7.34,2764
28495,"Sidonia no Kishi Movie","Action, Mecha, Sci-Fi, Seinen, Space",Movie,1,7.34,5472
1303,"The Animatrix","Action, Drama, Sci-Fi",OVA,9,7.34,42831
3455,"To LOVE-Ru","Comedy, Ecchi, Harem, Romance, School, Sci-Fi",TV,26,7.34,237563
4896,"Umineko no Naku Koro ni","Horror, Mystery, Psychological, Supernatural",TV,26,7.34,126865
1901,"11-nin Iru!","Action, Adventure, Drama, Mystery, Romance, Sci-Fi, Shoujo, Space",Movie,1,7.33,4311
24469,"Buddy Complex: Kanketsu-hen - Ano Sora ni Kaeru Mirai de","Action, Mecha, Sci-Fi",Special,2,7.33,14158
9379,"Denpa Onna to Seishun Otoko","Comedy, Sci-Fi, Seinen, Slice of Life",TV,12,7.33,149497
893,"Dragon Ball Movie 4: Saikyou e no Michi","Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",Movie,1,7.33,26104
29325,"Ghost in the Shell: Arise - Alternative Architecture","Mecha, Police, Psychological, Sci-Fi",TV,10,7.33,21805
3222,"Kiddy Grade: Maelstrom","Action, Mecha, Sci-Fi, Super Power",Movie,1,7.33,3189
5351,"Mobile Suit Gundam 00: Tenshitachi no Kiseki","Action, Mecha, Sci-Fi",Special,1,7.33,4680
1168,"Musekinin Kanchou Tylor OVA","Adventure, Comedy, Drama, Military, Sci-Fi, Space",OVA,10,7.33,5006
5014,"Sango Shou Densetsu: Aoi Umi no Elfie","Adventure, Sci-Fi",Movie,1,7.33,524
3067,"Saraba Uchuu Senkan Yamato: Ai no Senshi-tachi","Action, Drama, Military, Sci-Fi, Space",Movie,1,7.33,1678
1652,"Uchuu Senkan Yamato III","Action, Adventure, Drama, Military, Sci-Fi, Space",TV,25,7.33,2568
180,"Vandread","Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13,7.33,53360
3269,".hack//G.U. Trilogy","Action, Fantasy, Game, Sci-Fi",Movie,1,7.32,22537
11375,".hack//The Movie: Sekai no Mukou ni","Action, Adventure, Fantasy, Game, Magic, Mystery, Sci-Fi",Movie,1,7.32,11617
13939,"Accel World EX","Action, Game, Romance, School, Sci-Fi",OVA,2,7.32,61198
10447,"Aquarion Evol","Action, Comedy, Drama, Fantasy, Mecha, Romance, Sci-Fi",TV,26,7.32,62753
1683,"Di Gi Charat Nyo","Comedy, Fantasy, Sci-Fi",TV,104,7.32,3782
31737,"Gakusen Toshi Asterisk 2nd Season","Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi, Supernatural",TV,12,7.32,101287
32071,"Gantz:O","Action, Drama, Ecchi, Horror, Psychological, Sci-Fi, Seinen, Supernatural",Movie,1,7.34,8569
52,"Kidou Tenshi Angelic Layer","Comedy, Drama, Sci-Fi, Shounen, Sports",TV,26,7.32,39758
6016,"Kyoushoku Soukou Guyver (1989)","Action, Horror, Sci-Fi, Super Power",OVA,6,7.32,6090
1191,"Saber Marionette J Again","Action, Comedy, Harem, Mecha, Romance, Sci-Fi",OVA,6,7.32,7289
1124,"Seikai no Danshou: Tanjou","Military, Romance, Sci-Fi, Space",Special,1,7.32,5324
2583,"Soukou Kihei Votoms: The Last Red Shoulder","Action, Drama, Mecha, Military, Sci-Fi",OVA,1,7.32,1895
32034,"Soukyuu no Fafner: Dead Aggressor - Exodus Special","Action, Drama, Mecha, Military, Sci-Fi",Special,1,7.33,472
1335,"Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi","Comedy, Mecha, Sci-Fi",Special,26,7.31,18178
2987,"Ginga Hyouryuu Vifam","Action, Adventure, Mecha, Sci-Fi",TV,46,7.31,1329
274,"Kiddy Grade","Action, Ecchi, Mecha, Sci-Fi, Super Power",TV,24,7.31,30766
2818,"Madou King Granzort","Action, Comedy, Fantasy, Magic, Mecha, Sci-Fi, Shounen",TV,41,7.31,835
333,"Mama wa Shougaku 4 Nensei","Comedy, Drama, Sci-Fi",TV,51,7.31,1711
1835,"Ryuusei no Rockman","Action, Game, Sci-Fi, Shounen",TV,55,7.31,6670
529,"Saishuu Heiki Kanojo","Drama, Romance, School, Sci-Fi",TV,13,7.31,58051
3231,"Gunslinger Girl: Il Teatrino","Action, Drama, Military, Sci-Fi",TV,13,7.3,38498
1774,"HeatGuy J Special","Action, Adventure, Mecha, Police, Sci-Fi",Special,1,7.3,1675
1358,"Hokuto no Ken Movie","Adventure, Sci-Fi, Shounen",Movie,1,7.3,9328
277,"Mahoromatic 2","Comedy, Drama, Ecchi, Military, Romance, Sci-Fi",TV,14,7.3,21393
34085,"Sakura Nagashi","Action, Drama, Mecha, Music, Sci-Fi",Music,1,7.29,2945
31280,"Selector Destructed WIXOSS Movie","Game, Psychological",Movie,1,7.3,9447
1920,"Urusei Yatsura Movie 1: Only You","Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,7.3,3818
23447,"Ano Natsu de Matteru: Bokutachi wa Koukou Saigo no Natsu wo Sugoshinagara, Ano Natsu de Matteiru.","Comedy, Drama, Romance, Sci-Fi, Slice of Life",Special,1,7.29,19772
526,"Boku no Chikyuu wo Mamotte","Drama, Sci-Fi, Shoujo",OVA,6,7.29,7254
21437,"Buddy Complex","Action, Mecha, Sci-Fi",TV,13,7.29,44006
2123,"Digimon X-Evolution","Action, Adventure, Fantasy, Sci-Fi",Movie,1,7.29,12449
652,"Galaxy Angel Z","Comedy, Sci-Fi",TV,9,7.29,6616
395,"Gantz 2nd Stage","Action, Drama, Horror, Psychological, Sci-Fi, Supernatural",TV,13,7.29,87240
1490,"Ginga Tetsudou Monogatari","Action, Adventure, Drama, Sci-Fi, Space",TV,26,7.29,5947
1371,"Hi no Tori","Adventure, Drama, Historical, Sci-Fi, Supernatural",TV,13,7.29,4247
276,"Mahoromatic: Automatic Maiden","Comedy, Ecchi, Military, Romance, Sci-Fi",TV,12,7.29,36656
2108,"Rockman.EXE Axess","Action, Adventure, Comedy, Game, Mecha, Sci-Fi, Shounen",TV,51,7.29,9025
974,"Dead Leaves","Adventure, Comedy, Psychological, Sci-Fi",Movie,1,7.28,40717
2222,"Dr. Slump: Arale-chan","Comedy, Sci-Fi, Shounen, Slice of Life",TV,243,7.28,5330
1140,"Giniro no Kami no Agito","Adventure, Drama, Fantasy, Romance, Sci-Fi",Movie,1,7.28,45084
6463,"Hoshi wo Katta Hi","Kids, Sci-Fi",Movie,1,7.28,2814
14293,"Nerawareta Gakuen","Romance, School, Sci-Fi",Movie,1,7.28,44787
28215,"Saint Seiya: Soul of Gold","Action, Adventure, Fantasy, Sci-Fi, Shounen",ONA,13,7.28,11992
1080,"Sentou Yousei Yukikaze","Action, Drama, Military, Psychological, Sci-Fi, Space",OVA,5,7.28,9957
4382,"Suzumiya Haruhi no Yuuutsu (2009)","Comedy, Mystery, Parody, Romance, School, Sci-Fi, Slice of Life",TV,14,7.28,243448
2747,"Tetsuwan Atom","Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",TV,193,7.28,5332
5196,"Aria The Origination Picture Drama","Fantasy, Sci-Fi, Shounen, Slice of Life",Special,7,7.27,7014
369,"Boogiepop wa Warawanai: Boogiepop Phantom","Dementia, Drama, Horror, Mystery, Psychological, Supernatural",TV,12,7.27,47280
2036,"Cosmic Baton Girl Comet-san","Adventure, Comedy, Drama, Magic, Sci-Fi",TV,43,7.27,1763
1352,"Cyber City Oedo 808","Action, Adventure, Police, Sci-Fi",OVA,3,7.27,8970
1845,"Gaiking: Legend of Daiku-Maryu","Action, Mecha, Sci-Fi",TV,39,7.27,2640
384,"Gantz","Action, Drama, Horror, Psychological, Sci-Fi, Supernatural",TV,13,7.27,165335
18713,"Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata","Comedy, Parody, Sci-Fi",OVA,1,7.27,14622
1086,"Kenran Butou Sai: The Mars Daybreak","Adventure, Comedy, Mecha, Military, Romance, Sci-Fi, Shounen",TV,26,7.27,13265
4198,"Koutetsu Jeeg","Action, Demons, Mecha, Sci-Fi, Shounen",TV,46,7.27,1093
279,"Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari","Fantasy, Historical, Horror, Mystery, Psychological, Supernatural",TV,13,7.27,20859
1968,"Mobile Suit Zeta Gundam: A New Translation II - Lovers","Drama, Mecha, Military, Romance, Sci-Fi, Space",Movie,1,7.27,5772
1941,"Moonlight Mile 1st Season: Lift Off","Adventure, Drama, Sci-Fi, Space",TV,12,7.27,6037
2283,"Red Baron","Action, Mecha, Sci-Fi, Shounen",TV,49,7.27,1188
1236,"SF Saiyuuki Starzinger","Adventure, Mecha, Sci-Fi, Shounen, Space",TV,73,7.27,1199
1144,"Tenchi Muyou! in Love 2: Haruka Naru Omoi","Drama, Romance, Sci-Fi, Shounen",Movie,1,7.27,10233
22689,"Terra Formars: Bugs 2-hen","Action, Horror, Sci-Fi, Space",OVA,2,7.27,21616
6567,"Urusei Yatsura: The Shougaibutsu Suieitaikai","Action, Comedy, Romance, School, Sci-Fi",Special,1,7.27,1848
1016,"Gunnm","Drama, Mecha, Sci-Fi, Shounen",OVA,2,7.26,22648
631,"Mahoromatic Summer Special","Comedy, Ecchi, Romance, Sci-Fi",Special,1,7.26,7945
629,"Mahoutsukai Tai! OVA","Comedy, Fantasy, Magic, Romance, Sci-Fi",OVA,6,7.26,4460
14817,"Mouretsu Pirates: Abyss of Hyperspace","Sci-Fi, Space",Movie,1,7.26,7787
2110,"Rockman.EXE Beast","Action, Adventure, Game, Mecha, Sci-Fi, Shounen",TV,25,7.26,4006
3044,"Tetsuwan Atom (1980)","Action, Adventure, Mecha, Sci-Fi, Shounen",TV,52,7.26,5743
2816,"Toushou Daimos","Adventure, Drama, Mecha, Romance, Sci-Fi, Shounen",TV,44,7.26,3100
732,"Vampire Hunter D","Action, Horror, Sci-Fi, Supernatural, Vampire",Movie,1,7.26,42377
2664,"Doraemon Movie 19: Nobita no Nankai Daibouken","Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.25,1327
4246,"Eureka Seven: Pocket ga Niji de Ippai","Adventure, Mecha, Romance, Sci-Fi",Movie,1,7.25,32514
12419,"Guilty Crown Kiseki: Reassortment","Action, Sci-Fi, Super Power",Special,1,7.25,21388
11785,"Haiyore! Nyaruko-san","Comedy, Parody, Sci-Fi",TV,12,7.25,154595
16033,"Karneval","Fantasy, Sci-Fi, Shoujo",OVA,1,7.25,11320
2048,"Kikou Ryohei Mellowlink","Action, Mecha, Military, Sci-Fi",OVA,12,7.25,3303
3305,"Muteki Koujin Daitarn 3","Mecha, Sci-Fi",TV,40,7.25,1270
5440,"Ougon Yuusha Goldran","Action, Adventure, Fantasy, Mecha, Sci-Fi, Shounen",TV,48,7.25,910
2109,"Rockman.EXE Stream","Action, Adventure, Game, Mecha, School, Sci-Fi, Shounen",TV,51,7.25,4161
1823,"Shin Hakkenden","Action, Adventure, Martial Arts, Sci-Fi",TV,26,7.25,2692
19211,"Suisei no Gargantia Specials","Action, Mecha, Sci-Fi",Special,2,7.24,25383
1133,"Tenchi Muyou! GXP","Action, Comedy, Harem, Mecha, Police, Sci-Fi, Shounen, Space",TV,26,7.25,17943
898,"Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou","Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.24,59207
1179,"Gakuen Senki Muryou","Adventure, Mecha, Sci-Fi, Shounen, Space, Supernatural",TV,26,7.24,3108
3219,"Gakuen Utopia Manabi Straight! Special","Comedy, School, Sci-Fi, Slice of Life",Special,1,7.24,4800
6610,"Ibara no Ou","Action, Mystery, Sci-Fi, Thriller",Movie,1,7.24,38670
3270,"IGPX: Immortal Grand Prix (2005)","Drama, Mecha, Sci-Fi, Shounen, Sports",TV,13,7.24,11386
8917,"Mouretsu Pirates","Sci-Fi, Space",TV,26,7.24,48245
3363,"RD Sennou Chousashitsu","Action, Sci-Fi",TV,26,7.24,16331
1891,"YAT Anshin! Uchuu Ryokou","Adventure, Comedy, Sci-Fi, Shounen",TV,50,7.24,887
1246,"Yuugo: Koushounin","Action, Drama, Military, Mystery, Psychological, Seinen",TV,13,7.24,6108
32313,"Concrete Revolutio: Choujin Gensou - The Last Song","Action, Demons, Drama, Fantasy, Mystery, Sci-Fi, Super Power, Supernatural",TV,11,7.23,16116
4690,"Cyborg 009 (1979)","Action, Adventure, Mecha, Sci-Fi, Shounen",TV,50,7.23,3625
2962,"Digimon Adventure 02 Movies","Adventure, Fantasy, Kids, Sci-Fi",Movie,2,7.23,26543
4200,"Dirty Pair OVA","Adventure, Comedy, Police, Sci-Fi",OVA,10,7.23,2783
2674,"Doraemon Movie 16: Nobita no Sousei Nikki","Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.23,864
1397,"Macross 7","Action, Adventure, Comedy, Drama, Mecha, Military, Music, Romance, Sci-Fi, Shounen",TV,49,7.23,15420
1215,"Mobile Suit Gundam Seed C.E.73: Stargazer","Mecha, Military, Sci-Fi, Space",ONA,3,7.23,15203
22583,"Uchuu Kyoudai: Number Zero","Comedy, Sci-Fi, Seinen, Slice of Life, Space",Movie,1,7.22,2657
16201,"Aku no Hana","Drama, Psychological, Romance, School",TV,13,7.22,86669
3079,"Aoki Ryuusei SPT Layzner","Mecha, Military, Sci-Fi, Shounen, Space",TV,38,7.22,2378
22677,"Appleseed Alpha","Action, Adventure, Mecha, Military, Police, Sci-Fi",Movie,1,7.22,8048
424,"Dirty Pair","Adventure, Comedy, Police, Sci-Fi",TV,24,7.22,9131
10948,"Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven - Tachikoma no Hibi","Comedy, Mecha, Sci-Fi",Special,1,7.22,3518
785,"Otaku no Video","Comedy, Drama, Historical, Magic, Mecha, Sci-Fi",OVA,2,7.22,13885
5691,"Rekka no Honoo: Final Burning","Action, Adventure, Magic, Martial Arts, School, Sci-Fi, Super Power",Special,1,7.22,4083
566,"Tetsuwan Birdy","Action, Comedy, Sci-Fi, Shounen",OVA,4,7.22,13855
1543,"Yoake Mae yori Ruriiro na: Crescent Love","Comedy, Romance, School, Sci-Fi",TV,12,7.22,22770
54,"Appleseed (Movie)","Action, Drama, Mecha, Military, Police, Sci-Fi, Shounen",Movie,1,7.21,49553
1312,"Chikyuu Bouei Kigyou Dai-Guard","Adventure, Comedy, Mecha, Military, Sci-Fi",TV,26,7.21,4838
28211,"Harmony","Psychological, Sci-Fi",Movie,1,7.21,25245
432,"Iria: Zeiram The Animation","Action, Adventure, Sci-Fi, Space",OVA,6,7.21,10208
2176,"Kiddy Grade: Ignition","Action, Mecha, Sci-Fi, Super Power",Movie,1,7.21,3466
21603,"Mekakucity Actors","Comedy, Romance, Sci-Fi, Super Power, Supernatural",TV,12,7.21,198876
2200,"Muteki Choujin Zanbot 3","Action, Drama, Mecha, Sci-Fi, Shounen",TV,23,7.21,1570
11021,"Muv-Luv Alternative: Total Eclipse","Action, Mecha, Military, Sci-Fi",TV,24,7.21,55531
1944,"Photon","Action, Adventure, Comedy, Drama, Ecchi, Mecha, Romance, Sci-Fi",OVA,6,7.21,7935
609,"Saishuu Heiki Kanojo: Another Love Song","Drama, Romance, Sci-Fi",OVA,2,7.21,12239
1101,"Tenchi Muyou! Manatsu no Eve","Action, Comedy, Sci-Fi, Shounen, Space",Movie,1,7.21,10523
1264,"Yoroiden Samurai Troopers","Adventure, Samurai, Sci-Fi, Shounen",TV,39,7.21,11015
1079,"Armitage III","Action, Adventure, Mecha, Police, Romance, Sci-Fi",OVA,4,7.2,14930
9367,"Freezing","Action, Drama, Ecchi, Harem, Martial Arts, Romance, Sci-Fi, Seinen",TV,12,7.2,159273
1336,"Kyoushoku Soukou Guyver II","Action, Adventure, Drama, Horror, Sci-Fi",OVA,6,7.2,4876
478,"Sousei no Aquarion","Action, Mecha, Romance, Sci-Fi, Super Power, Supernatural",TV,26,7.2,46647
2452,"Space Adventure Cobra","Action, Adventure, Sci-Fi, Space",Movie,1,7.2,3586
20035,"Toaru Majutsu no Index: Endymion no Kiseki Special","Action, Magic, Sci-Fi, Super Power",Special,1,7.2,11241
2331,"Uchuu Densetsu Ulysses 31","Action, Adventure, Sci-Fi, Space",TV,26,7.2,2297
3446,"Biohazard: Degeneration","Action, Horror, Sci-Fi",Movie,1,7.19,20172
568,"Bubblegum Crisis Tokyo 2040","Adventure, Mecha, Sci-Fi, Shounen",TV,26,7.19,20079
2354,"Devilman: Tanjou-hen","Demons, Horror, Sci-Fi, Supernatural",OVA,1,7.19,7171
1796,"Dirty Pair: The Movie","Adventure, Comedy, Police, Sci-Fi",Movie,1,7.19,3227
393,"Escaflowne","Adventure, Drama, Fantasy, Mecha, Romance, Sci-Fi, Shoujo",Movie,1,7.19,37379
3447,"Ghost in the Shell: Stand Alone Complex - Solid State Society - Uchikoma no Hibi","Comedy, Mecha, Sci-Fi",Special,1,7.19,8937
2998,"Hi no Tori: Uchuu-hen","Drama, Fantasy, Sci-Fi",OVA,1,7.19,1158
1261,"Kyattou Ninden Teyandee","Action, Comedy, Mecha, Sci-Fi, Shounen, Super Power",TV,54,7.19,7112
26165,"Yuri Kuma Arashi","Drama, Fantasy, Psychological, School, Seinen, Shoujo Ai",TV,12,7.19,48549
493,"Armitage III: Poly-Matrix","Action, Adventure, Mecha, Military, Police, Romance, Sci-Fi",Movie,1,7.18,9186
5032,"Cobra The Animation","Action, Adventure, Sci-Fi, Space",TV,13,7.18,4361
2907,"Cyborg Kuro-chan","Comedy, Sci-Fi",TV,66,7.18,3188
6867,"Halo Legends","Action, Drama, Military, Sci-Fi",ONA,9,7.18,21190
7066,"Mahoromatic: I&#039;m Home!","Comedy, Ecchi, Romance, Sci-Fi",Special,2,7.18,5760
2044,"Mahou no Tenshi Creamy Mami","Comedy, Fantasy, Magic, Romance, School, Sci-Fi, Shoujo",TV,52,7.18,5112
3059,"Ninja Senshi Tobikage","Adventure, Mecha, Sci-Fi, Shounen, Space",TV,43,7.18,1941
938,"Shin Getter Robo tai Neo Getter Robo","Action, Mecha, Sci-Fi, Shounen",OVA,4,7.18,2339
10351,"Tenchi Muyou! Ryououki 2nd Season Picture Drama","Comedy, Sci-Fi, Shounen, Space",Special,1,7.18,3626
2470,"Uchuu Kaizoku Captain Harlock: Arcadia-gou no Nazo","Action, Adventure, Drama, Sci-Fi, Space",Movie,1,7.18,2579
3486,"Yuusha Tokkyuu Might Gaine","Action, Adventure, Mecha, Sci-Fi, Shounen",TV,47,7.18,1021
286,"B&#039;T X","Adventure, Mecha, Sci-Fi, Shounen",TV,25,7.17,5913
992,"Dual Parallel! Trouble Adventures","Action, Comedy, Harem, Mecha, Sci-Fi, Shounen",TV,13,7.17,10636
252,"Madlax","Drama, Magic, Military, Mystery, Psychological, Shounen, Supernatural",TV,26,7.17,25995
4997,"Mahoromatic 2 End Year Special","Comedy, Ecchi, Military, Romance, Sci-Fi",Special,1,7.17,4236
33713,"Seihou Bukyou Outlaw Star Specials","Action, Adventure, Comedy, Ecchi, Sci-Fi",Special,2,7.16,1509
2586,"Soukou Kihei Votoms: Kakuyaku taru Itan","Drama, Mecha, Military, Sci-Fi",OVA,5,7.17,1761
1602,"Soukou no Strain","Drama, Ecchi, Mecha, Military, Sci-Fi, Space",TV,13,7.17,14925
1922,"Urusei Yatsura Movie 3: Remember My Love","Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,7.17,2897
548,"Wonderful Days","Action, Drama, Romance, Sci-Fi",Movie,1,7.17,23422
1051,"Ao no 6-gou","Action, Adventure, Mecha, Military, Sci-Fi",OVA,4,7.16,29487
751,"Bomberman Jetters","Action, Adventure, Comedy, Mystery, Sci-Fi, Shounen",TV,52,7.16,1876
30383,"Classroom☆Crisis","School, Sci-Fi",TV,13,7.16,55977
3033,"Digimon Tamers: Bousou Digimon Tokkyuu","Adventure, Comedy, Sci-Fi, Shounen",Movie,1,7.16,14037
1803,"Dirty Pair: Lovely Angels yori Ai wo Komete","Action, Adventure, Comedy, Police, Sci-Fi",OVA,2,7.16,2038
3327,"Giant Gorg","Adventure, Mecha, Sci-Fi",TV,26,7.16,1300
1025,"Kachou Ouji","Adventure, Comedy, Music, Sci-Fi, Slice of Life",TV,13,7.16,16111
8666,"Mazinkaiser SKL","Adventure, Comedy, Mecha, Sci-Fi, Shounen",OVA,3,7.16,6941
7308,"Mirai Shounen Conan (Movie)","Adventure, Drama, Sci-Fi",Movie,1,7.16,917
2298,"Mobile Suit Gundam Seed: After-Phase Between the Stars","Action, Drama, Mecha, Sci-Fi",Special,1,7.16,9594
28617,"Punch Line","Comedy, Ecchi, Sci-Fi, Super Power, Supernatural",TV,12,7.16,93000
758,"RahXephon: Pluralitas Concentio","Action, Drama, Mecha, Psychological, Romance, Sci-Fi",Movie,1,7.16,10524
151,"Re: Cutie Honey","Action, Comedy, Ecchi, Sci-Fi, Shoujo Ai",OVA,3,7.16,10378
6974,"Seikimatsu Occult Gakuin","Comedy, Mystery, School, Sci-Fi, Supernatural",TV,13,7.16,65021
5220,"Shangri-La","Action, Drama, Sci-Fi",TV,24,7.16,38495
2170,"Sousei no Aquarion OVA","Action, Mecha, Romance, Sci-Fi, Super Power, Supernatural",OVA,2,7.16,7691
2300,"Uchuu no Kishi Tekkaman Blade OVA: Twin Blood","Action, Mecha, Sci-Fi, Shounen",OVA,1,7.16,2432
27655,"Aldnoah.Zero 2nd Season","Action, Mecha, Sci-Fi, Space",TV,12,7.15,149364
17677,"Buki yo Saraba","Action, Drama, Sci-Fi",Movie,1,7.15,5078
16157,"Choujigen Game Neptune The Animation","Action, Comedy, Fantasy, Parody, Sci-Fi, Supernatural",TV,12,7.15,71901
2652,"Doraemon: The Day When I Was Born","Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.15,645
2000,"Roujin Z","Comedy, Drama, Mecha, Sci-Fi",OVA,1,7.15,9358
2758,"Shippuu! Iron Leaguer","Sci-Fi, Shounen, Sports",TV,52,7.15,432
8250,"Soukou Kihei Votoms: Koei Futatabi","Action, Drama, Mecha, Military, Sci-Fi",OVA,1,7.15,1590
3667,"Strike Witches","Action, Ecchi, Magic, Military, Sci-Fi",TV,12,7.15,96159
1207,"Wata no Kuni Hoshi","Drama, Fantasy, Psychological, Romance, Shoujo",Movie,1,7.15,1835
48,".hack//Sign","Adventure, Fantasy, Game, Magic, Mystery, Sci-Fi",TV,26,7.14,110304
7113,"30th Gundam Perfect Mission","Mecha, Sci-Fi",OVA,1,7.14,3963
929,"Aura Battler Dunbine","Adventure, Mecha, Sci-Fi",TV,49,7.14,3694
8394,"Cyborg 009 (TV)","Action, Adventure, Mecha, Sci-Fi, Shounen",TV,26,7.14,3496
2355,"Devilman: Yochou Sirene-hen","Demons, Horror, Sci-Fi, Supernatural",OVA,1,7.14,5858
900,"Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin","Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1,7.14,52690
30544,"Gakusen Toshi Asterisk","Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi, Supernatural",TV,12,7.14,168657
383,"Galaxy Angel","Comedy, Sci-Fi",TV,24,7.14,17601
475,"Hotori: Tada Saiwai wo Koinegau","Drama, Sci-Fi",Movie,1,7.14,3701
21653,"IS: Infinite Stratos 2 - World Purge-hen","Action, Comedy, Harem, Mecha, Sci-Fi",OVA,1,7.14,28626
10336,"Last Exile: Ginyoku no Fam","Action, Adventure, Sci-Fi",TV,21,7.14,28616
4650,"Seihou Bukyou Outlaw Star Pilot","Action, Sci-Fi, Space",Special,1,7.14,4046
22687,"Terra Formars","Action, Drama, Horror, Sci-Fi, Seinen, Space",TV,13,7.14,95964
58,"Blue Gender","Adventure, Drama, Horror, Mecha, Military, Romance, Sci-Fi, Space",TV,26,7.13,40581
998,"Blue Seed","Action, Adventure, Comedy, Demons, Drama, Ecchi, Horror, Mystery, Romance, Sci-Fi",TV,26,7.13,15194
2561,"Captain Future","Action, Adventure, Sci-Fi, Shounen",TV,52,7.13,1837
2206,"Galaxy Angel Z Special","Comedy, Sci-Fi",Special,1,7.13,2208
1022,"Generator Gawl","Action, Adventure, Comedy, Drama, Sci-Fi, Shounen",TV,12,7.13,5457
4765,"Gunslinger Girl: Il Teatrino OVA","Action, Drama, Military, Sci-Fi",OVA,2,7.13,15785
1138,"Medarot","Adventure, Comedy, Sci-Fi, Shounen",TV,52,7.13,30148
12137,"Robotica*Robotics","Psychological, Sci-Fi, Shounen Ai, Slice of Life",OVA,1,7.12,5769
1258,"Saint Seiya: Kamigami no Atsuki Tatakai","Adventure, Sci-Fi, Shounen",Movie,1,7.13,8894
2604,"Sky Girls","Mecha, Military, Sci-Fi",TV,26,7.13,17115
4773,"Yamato Takeru","Action, Adventure, Fantasy, Magic, Mecha, Sci-Fi, Shounen, Space",TV,37,7.13,883
7366,"Boku no Chikyuu wo Mamotte: Alice kara, Rin-kun e","Drama, Romance, Sci-Fi, Shoujo",Movie,1,7.12,880
10418,"Deadman Wonderland OVA","Action, Horror, Sci-Fi",OVA,1,7.12,78878
3561,"Dennou Boukenki Webdiver","Adventure, Mecha, Sci-Fi, Shounen",TV,52,7.12,876
358,"Iriya no Sora, UFO no Natsu","Drama, Romance, Sci-Fi",OVA,6,7.12,18254
9041,"IS: Infinite Stratos","Action, Comedy, Harem, Mecha, Sci-Fi",TV,12,7.12,254543
10794,"IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou","Action, Comedy, Harem, Mecha, Sci-Fi",OVA,1,7.12,56577
1916,"Mobile Suit Gundam MS IGLOO: Apocalypse 0079","Mecha, Military, Sci-Fi, Space",OVA,3,7.12,7862
